PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,Loan_Default
-0.7870464901263023,-0.9483991036042495,-1.202560619912731,-1.3309610567219923,0.17875682020019373,0.24005224585634155,-0.7740391275719742,-0.031138924058425006,-0.06235221595528899,-0.6123039933773682,-0.9613548897379689,0
0.5973629688191737,-0.54457141506554,1.6160868011997809,0.04564528773781542,0.801463753692787,0.2668389808602429,-0.7440445268646175,-0.032902439273726346,0.6166004510650474,0.3382294551865703,0.1836395914882898,1
-0.051093416570351144,-1.0677661574079156,-1.1031922159716496,-0.4036235680776642,-0.5909848603392549,1.4274415265253078,0.03056723807793974,2.478201593322354,0.838735133814452,-0.7361320600646996,0.6059839363128482,0
-0.3181757491940029,-1.8235327246701656,-0.7352925387550724,0.6141733633672208,-0.017962581327115562,0.007743694142513323,-0.32191592373045747,0.28584762501098,-1.6881497545523403,-0.8279216133193658,0.8033720957791409,0
-0.6981841250978066,-0.9021842499962354,-1.210383982170276,-1.3873383194166817,0.18645517965818015,0.22047777722260858,-0.7653444210766295,-0.05328885485974251,-0.10805441861576039,-0.6217676979056072,-0.9479424256393452,0
2.302766618868931,-0.47264871005795006,-1.3272339361403909,-0.535533769393988,0.03570195198353488,0.7316814249278504,0.948852530017197,2.3282203749283092,-0.21821984982784115,0.6183099442286134,-0.06304505275077292,0
-0.5283309080497786,-1.8953866960091543,-0.7070554239904792,0.6975439087498927,-0.2149098436107335,0.10370503975870315,-0.5171073567232743,0.30776779371889634,-1.5396019883878962,-0.8235766884643387,0.7867111007963178,0
1.003993823707442,0.9820593218659136,-0.23489487088768957,1.8852578374085742,-0.5961211424246556,-2.4683121403837776,0.1900158703628185,0.3233848573054422,1.094205745024498,0.9970910982191274,-0.7572053562522874,1
1.029433576444114,-1.1380149823191812,-1.3024129323087907,0.22711549060054614,0.3925943393540684,-0.0440398134454104,-0.9201062926476092,0.38410504733737233,0.0022302591118296836,0.8939979374557568,-0.21805956903911142,0
2.461323840651873,2.067222929599876,-0.6889669251247155,0.1966259413996996,2.486366860924007,-0.9122042836913221,1.3767749503723452,-0.3762406731815657,-1.2465195022869744,-0.24649638557562661,0.10873961014835724,1
0.34176725449591494,-1.4575598269682357,-1.2337577332569636,0.6092569151352933,0.14368778621866987,0.16140686213853542,-1.1661161298469274,0.5181081703545322,0.3999821118353572,0.9451684210779576,-0.31053178173842594,0
0.5836939578102096,-1.3875406830300583,-1.2628467256257958,0.5426520036736893,0.459136890651159,0.021191180676701865,-0.8781872114071643,0.5272722885464484,0.2043090688655488,0.9602268637199334,-0.28145207892242,0
